,Stop_ID,Stop_name,Line_ID,Average_headway,Average_dwell_time,Average_abs_schedule_deviation,Average_waiting_time_per_stop,Total_pass_boarding,Standard_deviation_headway,Standard_deviation_dwell_time,Share_on_time,Share_early,Share_late,Total_pass_riding_time,Total_pass_dwell_time,Total_pass_waiting_time,Total_pass_holding_time,Total_pass_weighted_in_vehicle_time,Unnamed: 18
25016,Station_Bijlmer_ArenA,250,449.625,20.8215,51.3725,21.871,69.9355,6.775339999999999,4.93877,1.0,0.0,0.0,257247.0,104106.0,488655.0,-2.37264e-10,0,377983.0,
25016,Station_Bijlmer_ArenA,54,450.108,17.222,48.2305,15.4194,52.0,3.7946699999999995,1.8125,1.0,0.0,0.0,199172.0,61860.2,362484.0,-1.65112e-10,0,265791.0,
25017,Bullewijk,250,449.708,17.3112,6.9386600000000005,6.93548,29.4194,4.68037,2.3111099999999998,1.0,0.0,0.0,177356.0,48791.5,205367.0,-1.22604e-11,0,214840.0,
25017,Bullewijk,54,450.095,15.9841,8.753630000000001,5.0,20.6129,3.09469,0.888125,1.0,0.0,0.0,137158.0,32233.7,143729.0,1.6182299999999996e-10,0,160922.0,
25018,Station_Holendrecht,250,449.83099999999996,18.1562,6.17424,9.71875,43.25,3.29904,2.86508,1.0,0.0,0.0,43026.0,36564.9,311289.0,-1.8809099999999998e-10,0,75611.3,
25018,Station_Holendrecht,54,450.028,16.552,6.3056,8.54839,33.9355,2.6802599999999996,1.31705,1.0,0.0,0.0,32623.0,23569.0,236629.0,-3.5179e-11,0,53382.4,
25019,Reigersbos,250,449.916,16.05,3.22428,1.15625,7.28125,2.35489,0.8386110000000001,1.0,0.0,0.0,20402.0,6985.8,52415.2,2.27374e-12,0,26018.4,
25019,Reigersbos,54,450.04699999999997,15.8913,3.19686,0.709677,5.41935,1.7456200000000002,0.822142,1.0,0.0,0.0,16059.0,5128.05,37813.1,-6.47393e-11,0,20127.7,
25020,Gein,250,449.918,15.6655,0.11020999999999999,1.34375,6.3125,1.6798099999999998,1.0258,1.0,0.0,0.0,0.0,3223.12,45450.0,-3.41078e-11,0,0.0,
25020,Gein,54,450.001,15.6733,0.11020999999999999,0.53125,4.96875,0.935293,0.7299220000000001,1.0,0.0,0.0,0.0,2482.62,35775.0,-1.4170000000000001e-11,0,0.0,
25101,Westwijk,251,456.36400000000003,16.2452,897.3810000000001,0.0,0.0,132.97,1.06279,0.0,0.0,1.0,35453.1,0.0,0.0,0.0,0,33680.5,
25102,Sacharovlaan,251,456.421,15.7755,875.982,0.0,0.08,132.60399999999998,0.940522,0.0,0.0,1.0,54862.5,8628.91,553.5,-6.73932e-11,0,60316.9,
25103,Spinnerij,251,456.80699999999996,15.6631,861.461,0.0,0.12,124.441,1.04329,0.0,0.0,1.0,110006.0,13779.8,707.0,1.57035e-10,0,117596.0,
25104,Poortwachter,251,458.19300000000004,15.9703,786.421,0.0,0.36,131.80100000000002,0.8450200000000001,0.0,0.0,1.0,140149.0,14776.3,2316.5,8.06466e-11,0,147179.0,
25105,Brink,251,459.565,15.7324,767.255,0.0,0.0384615,128.683,1.01163,0.0,0.0,1.0,78921.6,17501.9,246.0,2.02526e-10,0,93509.4,
25106,Meent,251,459.564,15.8464,745.255,0.0,0.11538499999999999,129.52,0.92605,0.0,0.0,1.0,87381.2,19150.4,758.5,1.16579e-10,0,103896.0,
25107,Gondel,251,459.527,15.6568,723.255,0.0,0.230769,128.99,0.977233,0.0,0.0,1.0,97860.6,20612.8,1414.5,-2.35918e-11,0,115766.0,
25108,Marne,251,452.629,15.794,697.842,0.0,0.0,131.55,1.03083,0.0,0.0,1.0,119926.0,23991.4,0.0,-1.1409e-10,0,149239.0,
25109,Sportlaan,251,452.702,15.8476,675.842,0.0,0.777778,130.67700000000002,1.1232,0.0,0.0,1.0,132114.0,28903.6,4940.5,2.74619e-10,0,175515.0,
25110,Ouderkerkerlaan,251,452.624,15.6834,653.842,0.0,1.8888900000000002,130.828,0.911633,0.0,0.0,1.0,134802.0,31065.6,12546.0,-6.86864e-11,0,182804.0,
